pheno_id	full_code	short_code	description	unique_description	type	n	n_cases	n_controls	source
602	20003_1140864734-Treatmentmedication_code_combivent_inhaler	20003_1140864734	Treatment/medication code: combivent inhaler	Treatment/medication code: combivent inhaler (20003_1140864734)	binary	361141	159.0	360982.0	UK Biobank
603	20003_1140864752-Treatmentmedication_code_lansoprazole	20003_1140864752	Treatment/medication code: lansoprazole	Treatment/medication code: lansoprazole (20003_1140864752)	binary	361141	12832.0	348309.0	UK Biobank
604	20003_1140864950-Treatmentmedication_code_bisoprolol_fumaratehydrochlorothiazide_10mg625mg_tablet	20003_1140864950	Treatment/medication code: bisoprolol fumarate+hydrochlorothiazide 10mg/6.25mg tablet	Treatment/medication code: bisoprolol fumarate+hydrochlorothiazide 10mg/6.25mg tablet (20003_1140864950)	binary	361141	234.0	360907.0	UK Biobank
605	20003_1140864952-Treatmentmedication_code_lisinoprilhydrochlorothiazide_10mg125mg_tablet	20003_1140864952	Treatment/medication code: lisinopril+hydrochlorothiazide 10mg/12.5mg tablet	Treatment/medication code: lisinopril+hydrochlorothiazide 10mg/12.5mg tablet (20003_1140864952)	binary	361141	125.0	361016.0	UK Biobank
606	20003_1140864992-Treatmentmedication_code_tramadol	20003_1140864992	Treatment/medication code: tramadol	Treatment/medication code: tramadol (20003_1140864992)	binary	361141	4011.0	357130.0	UK Biobank
607	20003_1140865000-Treatmentmedication_code_zydol_50mg_capsule	20003_1140865000	Treatment/medication code: zydol 50mg capsule	Treatment/medication code: zydol 50mg capsule (20003_1140865000)	binary	361141	113.0	361028.0	UK Biobank
608	20003_1140865010-Treatmentmedication_code_viscotears_liquid_eye_gel	20003_1140865010	Treatment/medication code: viscotears liquid eye gel	Treatment/medication code: viscotears liquid eye gel (20003_1140865010)	binary	361141	841.0	360300.0	UK Biobank
609	20003_1140865016-Treatmentmedication_code_zolpidem	20003_1140865016	Treatment/medication code: zolpidem	Treatment/medication code: zolpidem (20003_1140865016)	binary	361141	268.0	360873.0	UK Biobank
610	20003_1140865336-Treatmentmedication_code_spasmonal_60mg_capsule	20003_1140865336	Treatment/medication code: spasmonal 60mg capsule	Treatment/medication code: spasmonal 60mg capsule (20003_1140865336)	binary	361141	263.0	360878.0	UK Biobank
611	20003_1140865350-Treatmentmedication_code_fybogel_mebeverine_sachet	20003_1140865350	Treatment/medication code: fybogel mebeverine sachet	Treatment/medication code: fybogel mebeverine sachet (20003_1140865350)	binary	361141	524.0	360617.0	UK Biobank
612	20003_1140865354-Treatmentmedication_code_gaviscon_liquid	20003_1140865354	Treatment/medication code: gaviscon liquid	Treatment/medication code: gaviscon liquid (20003_1140865354)	binary	361141	1886.0	359255.0	UK Biobank
613	20003_1140865382-Treatmentmedication_code_merbentyl_10mg_tablet	20003_1140865382	Treatment/medication code: merbentyl 10mg tablet	Treatment/medication code: merbentyl 10mg tablet (20003_1140865382)	binary	361141	115.0	361026.0	UK Biobank
614	20003_1140865394-Treatmentmedication_code_hyoscine_butylbromide	20003_1140865394	Treatment/medication code: hyoscine butylbromide	Treatment/medication code: hyoscine butylbromide (20003_1140865394)	binary	361141	103.0	361038.0	UK Biobank
615	20003_1140865396-Treatmentmedication_code_buscopan_10mg_tablet	20003_1140865396	Treatment/medication code: buscopan 10mg tablet	Treatment/medication code: buscopan 10mg tablet (20003_1140865396)	binary	361141	338.0	360803.0	UK Biobank
616	20003_1140865414-Treatmentmedication_code_peppermint_oil_product	20003_1140865414	Treatment/medication code: peppermint oil product	Treatment/medication code: peppermint oil product (20003_1140865414)	binary	361141	189.0	360952.0	UK Biobank
617	20003_1140865416-Treatmentmedication_code_colpermin_02ml_mr_gel_ec_capsule	20003_1140865416	Treatment/medication code: colpermin 0.2ml m/r gel e/c capsule	Treatment/medication code: colpermin 0.2ml m/r gel e/c capsule (20003_1140865416)	binary	361141	329.0	360812.0	UK Biobank
618	20003_1140865426-Treatmentmedication_code_cimetidine	20003_1140865426	Treatment/medication code: cimetidine	Treatment/medication code: cimetidine (20003_1140865426)	binary	361141	293.0	360848.0	UK Biobank
619	20003_1140865564-Treatmentmedication_code_imodium_2mg_capsule	20003_1140865564	Treatment/medication code: imodium 2mg capsule	Treatment/medication code: imodium 2mg capsule (20003_1140865564)	binary	361141	199.0	360942.0	UK Biobank
620	20003_1140865578-Treatmentmedication_code_mesalazine	20003_1140865578	Treatment/medication code: mesalazine	Treatment/medication code: mesalazine (20003_1140865578)	binary	361141	510.0	360631.0	UK Biobank
621	20003_1140865580-Treatmentmedication_code_asacol_400mg_ec_tablet	20003_1140865580	Treatment/medication code: asacol 400mg e/c tablet	Treatment/medication code: asacol 400mg e/c tablet (20003_1140865580)	binary	361141	486.0	360655.0	UK Biobank
622	20003_1140865588-Treatmentmedication_code_pentasa_sr_250mg_mr_tablet	20003_1140865588	Treatment/medication code: pentasa sr 250mg m/r tablet	Treatment/medication code: pentasa sr 250mg m/r tablet (20003_1140865588)	binary	361141	249.0	360892.0	UK Biobank
623	20003_1140865634-Treatmentmedication_code_omeprazole	20003_1140865634	Treatment/medication code: omeprazole	Treatment/medication code: omeprazole (20003_1140865634)	binary	361141	21119.0	340022.0	UK Biobank
624	20003_1140865654-Treatmentmedication_code_codeine_phosphatekaolin_10mg3g10ml_mixture	20003_1140865654	Treatment/medication code: codeine phosphate+kaolin 10mg/3g/10ml mixture	Treatment/medication code: codeine phosphate+kaolin 10mg/3g/10ml mixture (20003_1140865654)	binary	361141	130.0	361011.0	UK Biobank
625	20003_1140865668-Treatmentmedication_code_sulphasalazine	20003_1140865668	Treatment/medication code: sulphasalazine	Treatment/medication code: sulphasalazine (20003_1140865668)	binary	361141	197.0	360944.0	UK Biobank
626	20003_1140865670-Treatmentmedication_code_salazopyrin_500mg_tablet	20003_1140865670	Treatment/medication code: salazopyrin 500mg tablet	Treatment/medication code: salazopyrin 500mg tablet (20003_1140865670)	binary	361141	233.0	360908.0	UK Biobank
627	20003_1140865716-Treatmentmedication_code_senna	20003_1140865716	Treatment/medication code: senna	Treatment/medication code: senna (20003_1140865716)	binary	361141	698.0	360443.0	UK Biobank
628	20003_1140865752-Treatmentmedication_code_ispaghula_husk	20003_1140865752	Treatment/medication code: ispaghula husk	Treatment/medication code: ispaghula husk (20003_1140865752)	binary	361141	327.0	360814.0	UK Biobank
629	20003_1140865786-Treatmentmedication_code_bisacodyl	20003_1140865786	Treatment/medication code: bisacodyl	Treatment/medication code: bisacodyl (20003_1140865786)	binary	361141	140.0	361001.0	UK Biobank
630	20003_1140865800-Treatmentmedication_code_lactulose_product	20003_1140865800	Treatment/medication code: lactulose product	Treatment/medication code: lactulose product (20003_1140865800)	binary	361141	954.0	360187.0	UK Biobank
631	20003_1140865872-Treatmentmedication_code_magnesium_citrate	20003_1140865872	Treatment/medication code: magnesium citrate	Treatment/medication code: magnesium citrate (20003_1140865872)	binary	361141	137.0	361004.0	UK Biobank
632	20003_1140866026-Treatmentmedication_code_creon_ec_granules_in_capsule	20003_1140866026	Treatment/medication code: creon e/c granules in capsule	Treatment/medication code: creon e/c granules in capsule (20003_1140866026)	binary	361141	204.0	360937.0	UK Biobank
633	20003_1140866078-Treatmentmedication_code_indapamide	20003_1140866078	Treatment/medication code: indapamide	Treatment/medication code: indapamide (20003_1140866078)	binary	361141	1152.0	359989.0	UK Biobank
634	20003_1140866116-Treatmentmedication_code_frusemide	20003_1140866116	Treatment/medication code: frusemide	Treatment/medication code: frusemide (20003_1140866116)	binary	361141	624.0	360517.0	UK Biobank
635	20003_1140866122-Treatmentmedication_code_bendrofluazide	20003_1140866122	Treatment/medication code: bendrofluazide	Treatment/medication code: bendrofluazide (20003_1140866122)	binary	361141	1922.0	359219.0	UK Biobank
636	20003_1140866236-Treatmentmedication_code_spironolactone	20003_1140866236	Treatment/medication code: spironolactone	Treatment/medication code: spironolactone (20003_1140866236)	binary	361141	662.0	360479.0	UK Biobank
637	20003_1140866280-Treatmentmedication_code_bumetanide	20003_1140866280	Treatment/medication code: bumetanide	Treatment/medication code: bumetanide (20003_1140866280)	binary	361141	300.0	360841.0	UK Biobank
638	20003_1140866466-Treatmentmedication_code_securon_40mg_tablet	20003_1140866466	Treatment/medication code: securon 40mg tablet	Treatment/medication code: securon 40mg tablet (20003_1140866466)	binary	361141	108.0	361033.0	UK Biobank
639	20003_1140866738-Treatmentmedication_code_atenolol	20003_1140866738	Treatment/medication code: atenolol	Treatment/medication code: atenolol (20003_1140866738)	binary	361141	13951.0	347190.0	UK Biobank
640	20003_1140866800-Treatmentmedication_code_halfinderal_la_80mg_mr_capsule	20003_1140866800	Treatment/medication code: half-inderal la 80mg m/r capsule	Treatment/medication code: half-inderal la 80mg m/r capsule (20003_1140866800)	binary	361141	148.0	360993.0	UK Biobank
641	20003_1140866804-Treatmentmedication_code_inderal_10mg_tablet	20003_1140866804	Treatment/medication code: inderal 10mg tablet	Treatment/medication code: inderal 10mg tablet (20003_1140866804)	binary	361141	105.0	361036.0	UK Biobank
642	20003_1140867444-Treatmentmedication_code_risperidone	20003_1140867444	Treatment/medication code: risperidone	Treatment/medication code: risperidone (20003_1140867444)	binary	361141	197.0	360944.0	UK Biobank
643	20003_1140867490-Treatmentmedication_code_lithium_product	20003_1140867490	Treatment/medication code: lithium product	Treatment/medication code: lithium product (20003_1140867490)	binary	361141	350.0	360791.0	UK Biobank
644	20003_1140867504-Treatmentmedication_code_priadel_200mg_mr_tablet	20003_1140867504	Treatment/medication code: priadel 200mg m/r tablet	Treatment/medication code: priadel 200mg m/r tablet (20003_1140867504)	binary	361141	248.0	360893.0	UK Biobank
645	20003_1140867726-Treatmentmedication_code_lofepramine	20003_1140867726	Treatment/medication code: lofepramine	Treatment/medication code: lofepramine (20003_1140867726)	binary	361141	282.0	360859.0	UK Biobank
646	20003_1140867818-Treatmentmedication_code_nortriptyline	20003_1140867818	Treatment/medication code: nortriptyline	Treatment/medication code: nortriptyline (20003_1140867818)	binary	361141	224.0	360917.0	UK Biobank
647	20003_1140867876-Treatmentmedication_code_prozac_20mg_capsule	20003_1140867876	Treatment/medication code: prozac 20mg capsule	Treatment/medication code: prozac 20mg capsule (20003_1140867876)	binary	361141	491.0	360650.0	UK Biobank
648	20003_1140867878-Treatmentmedication_code_sertraline	20003_1140867878	Treatment/medication code: sertraline	Treatment/medication code: sertraline (20003_1140867878)	binary	361141	1531.0	359610.0	UK Biobank
649	20003_1140867888-Treatmentmedication_code_paroxetine	20003_1140867888	Treatment/medication code: paroxetine	Treatment/medication code: paroxetine (20003_1140867888)	binary	361141	1204.0	359937.0	UK Biobank
650	20003_1140867998-Treatmentmedication_code_motilium_10mg_tablet	20003_1140867998	Treatment/medication code: motilium 10mg tablet	Treatment/medication code: motilium 10mg tablet (20003_1140867998)	binary	361141	126.0	361015.0	UK Biobank
651	20003_1140868064-Treatmentmedication_code_serc8_tablet	20003_1140868064	Treatment/medication code: serc-8 tablet	Treatment/medication code: serc-8 tablet (20003_1140868064)	binary	361141	110.0	361031.0	UK Biobank
652	20003_1140868080-Treatmentmedication_code_cyclizine	20003_1140868080	Treatment/medication code: cyclizine	Treatment/medication code: cyclizine (20003_1140868080)	binary	361141	136.0	361005.0	UK Biobank
653	20003_1140868170-Treatmentmedication_code_prochlorperazine	20003_1140868170	Treatment/medication code: prochlorperazine	Treatment/medication code: prochlorperazine (20003_1140868170)	binary	361141	521.0	360620.0	UK Biobank
654	20003_1140868172-Treatmentmedication_code_stemetil_5mg_tablet	20003_1140868172	Treatment/medication code: stemetil 5mg tablet	Treatment/medication code: stemetil 5mg tablet (20003_1140868172)	binary	361141	231.0	360910.0	UK Biobank
655	20003_1140868226-Treatmentmedication_code_aspirin	20003_1140868226	Treatment/medication code: aspirin	Treatment/medication code: aspirin (20003_1140868226)	binary	361141	48081.0	313060.0	UK Biobank
656	20003_1140868364-Treatmentmedication_code_prednisone	20003_1140868364	Treatment/medication code: prednisone	Treatment/medication code: prednisone (20003_1140868364)	binary	361141	228.0	360913.0	UK Biobank
657	20003_1140868426-Treatmentmedication_code_triamcinolone	20003_1140868426	Treatment/medication code: triamcinolone	Treatment/medication code: triamcinolone (20003_1140868426)	binary	361141	145.0	360996.0	UK Biobank
658	20003_1140868772-Treatmentmedication_code_didronel_200mg_tablet	20003_1140868772	Treatment/medication code: didronel 200mg tablet	Treatment/medication code: didronel 200mg tablet (20003_1140868772)	binary	361141	128.0	361013.0	UK Biobank
659	20003_1140869848-Treatmentmedication_code_methotrexate	20003_1140869848	Treatment/medication code: methotrexate	Treatment/medication code: methotrexate (20003_1140869848)	binary	361141	1918.0	359223.0	UK Biobank
660	20003_1140869930-Treatmentmedication_code_azathioprine	20003_1140869930	Treatment/medication code: azathioprine	Treatment/medication code: azathioprine (20003_1140869930)	binary	361141	772.0	360369.0	UK Biobank
661	20003_1140870306-Treatmentmedication_code_ironfolic_acid	20003_1140870306	Treatment/medication code: iron+folic acid	Treatment/medication code: iron+folic acid (20003_1140870306)	binary	361141	184.0	360957.0	UK Biobank
662	20003_1140870390-Treatmentmedication_code_ferrous_sulphate	20003_1140870390	Treatment/medication code: ferrous sulphate	Treatment/medication code: ferrous sulphate (20003_1140870390)	binary	361141	1760.0	359381.0	UK Biobank
663	20003_1140870422-Treatmentmedication_code_folic_acid_product	20003_1140870422	Treatment/medication code: folic acid product	Treatment/medication code: folic acid product (20003_1140870422)	binary	361141	3024.0	358117.0	UK Biobank
664	20003_1140870488-Treatmentmedication_code_forceval_capsule	20003_1140870488	Treatment/medication code: forceval capsule	Treatment/medication code: forceval capsule (20003_1140870488)	binary	361141	104.0	361037.0	UK Biobank
665	20003_1140870570-Treatmentmedication_code_vitamin_b12_preparation	20003_1140870570	Treatment/medication code: vitamin b12 preparation	Treatment/medication code: vitamin b12 preparation (20003_1140870570)	binary	361141	1117.0	360024.0	UK Biobank
